Time,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Wave,WaveLower,WaveUpper,WaveUnits,Filter,CalGroup,HostGroup,SlopGroup,Include
530.512,s,1.37e-09,2.58e-10,2.58e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
533.855,s,8.94e-10,1.71e-10,1.71e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
537.259,s,1.25e-09,2.51e-10,2.51e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
539.984,s,1.33e-09,2.59e-10,2.59e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
542.621,s,1.23e-09,2.37e-10,2.37e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
546.571,s,1.08e-09,2.03e-10,2.03e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
549.149,s,1.42e-09,2.73e-10,2.73e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
552.697,s,9.11e-10,1.73e-10,1.73e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
556.003,s,1.21e-09,2.33e-10,2.33e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
559.38,s,1.17e-09,2.25e-10,2.25e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
561.884,s,1.49e-09,2.79e-10,2.79e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
564.812,s,1.31e-09,2.44e-10,2.44e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
568.152,s,9.27e-10,1.79e-10,1.79e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
572.12,s,1.06e-09,1.99e-10,1.99e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
575.015,s,1.25e-09,2.43e-10,2.43e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
578.347,s,1.04e-09,1.98e-10,1.98e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
581.761,s,1.39e-09,2.66e-10,2.66e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
584.548,s,1.39e-09,2.66e-10,2.66e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
587.365,s,1.47e-09,2.83e-10,2.83e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
589.9,s,1.35e-09,2.56e-10,2.56e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
593.085,s,1.08e-09,2.02e-10,2.02e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
596.607,s,1.14e-09,2.22e-10,2.22e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
600.106,s,1.06e-09,2.06e-10,2.06e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
603.664,s,1.1e-09,2.11e-10,2.11e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
606.863,s,1.06e-09,2.03e-10,2.03e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
610.073,s,1.4e-09,2.6e-10,2.6e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
613.405,s,1.01e-09,1.89e-10,1.89e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
616.848,s,1.1e-09,2.14e-10,2.14e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
620.163,s,1.08e-09,2.11e-10,2.11e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
624.26,s,9.61e-10,1.82e-10,1.82e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
627.529,s,1.15e-09,2.21e-10,2.21e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
630.708,s,1.4e-09,2.66e-10,2.66e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
633.594,s,1.23e-09,2.36e-10,2.36e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
637.08,s,9.19e-10,1.79e-10,1.79e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
641.245,s,9.07e-10,1.72e-10,1.72e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
644.967,s,1.13e-09,2.18e-10,2.18e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
648.451,s,1.04e-09,1.95e-10,1.95e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
652.253,s,1e-09,1.89e-10,1.89e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
656.368,s,8.97e-10,1.7e-10,1.7e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
660.552,s,9.81e-10,1.91e-10,1.91e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
664.315,s,1.07e-09,2.07e-10,2.07e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
667.767,s,1.11e-09,2.14e-10,2.14e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
671.249,s,1.02e-09,2.06e-10,2.06e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
674.674,s,1.18e-09,2.28e-10,2.28e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
678.197,s,9.91e-10,1.89e-10,1.89e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
682.024,s,9.66e-10,1.86e-10,1.86e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
685.612,s,1.22e-09,2.35e-10,2.35e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
689.355,s,9.92e-10,1.9e-10,1.9e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
692.634,s,1.3e-09,2.45e-10,2.45e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
695.901,s,9.32e-10,1.77e-10,1.77e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
700.657,s,7.69e-10,1.48e-10,1.48e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
704.912,s,9.6e-10,1.89e-10,1.89e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
709.036,s,9.16e-10,1.8e-10,1.8e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
712.809,s,9.93e-10,1.95e-10,1.95e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
716.618,s,1.04e-09,1.99e-10,1.99e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
720.809,s,8.43e-10,1.65e-10,1.65e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
725.242,s,9.11e-10,1.75e-10,1.75e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
728.925,s,1.16e-09,2.23e-10,2.23e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
732.589,s,9.17e-10,1.75e-10,1.75e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
737.485,s,7.24e-10,1.43e-10,1.43e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
742.338,s,8.76e-10,1.72e-10,1.72e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
746.157,s,1.03e-09,1.96e-10,1.96e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
749.945,s,9.33e-10,1.83e-10,1.83e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
754.285,s,8.81e-10,1.68e-10,1.68e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
758.221,s,1e-09,1.91e-10,1.91e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
762.047,s,9.21e-10,1.75e-10,1.75e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
766.553,s,8.18e-10,1.57e-10,1.57e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
770.782,s,9.53e-10,1.84e-10,1.84e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
775.067,s,9.11e-10,1.74e-10,1.74e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
779.573,s,7.98e-10,1.53e-10,1.53e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
784.224,s,7.91e-10,1.53e-10,1.53e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
788.454,s,9.96e-10,1.95e-10,1.95e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
792.098,s,8.31e-10,1.61e-10,1.61e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
796.701,s,9.2e-10,1.77e-10,1.77e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
800.884,s,7.39e-10,1.43e-10,1.43e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
805.002,s,1.3e-09,2.41e-10,2.41e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
808.536,s,8.41e-10,1.56e-10,1.56e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
812.901,s,9.9e-10,1.85e-10,1.85e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
816.775,s,8.42e-10,1.61e-10,1.61e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
820.861,s,8.59e-10,1.63e-10,1.63e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
825.946,s,7.15e-10,1.41e-10,1.41e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
830.798,s,8.86e-10,1.69e-10,1.69e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
834.949,s,1.06e-09,2.04e-10,2.04e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
839.089,s,8.5e-10,1.61e-10,1.61e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
844.292,s,6.65e-10,1.3e-10,1.3e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
849.332,s,8.8e-10,1.7e-10,1.7e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
853.559,s,1.04e-09,1.99e-10,1.99e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
857.103,s,1.01e-09,1.93e-10,1.93e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
860.858,s,1.08e-09,2.04e-10,2.04e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
865.255,s,7.04e-10,1.37e-10,1.37e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
870.708,s,7.96e-10,1.51e-10,1.51e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
875.531,s,7.48e-10,1.44e-10,1.44e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
880.236,s,8.43e-10,1.61e-10,1.61e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
885.357,s,6.97e-10,1.36e-10,1.36e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
890.183,s,8.5e-10,1.62e-10,1.62e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
894.86,s,9.3e-10,1.79e-10,1.79e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
899.586,s,6.66e-10,1.31e-10,1.31e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
904.781,s,7.68e-10,1.47e-10,1.47e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
909.195,s,9.99e-10,1.88e-10,1.88e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
914.264,s,5.98e-10,1.17e-10,1.17e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
919.711,s,8.48e-10,1.6e-10,1.6e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
925.002,s,6.37e-10,1.21e-10,1.21e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
930.124,s,7.36e-10,1.4e-10,1.4e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
935.729,s,6.53e-10,1.26e-10,1.26e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
940.856,s,7.81e-10,1.52e-10,1.52e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
945.625,s,7.84e-10,1.53e-10,1.53e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
950.08,s,8.37e-10,1.6e-10,1.6e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
954.94,s,8.38e-10,1.58e-10,1.58e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
960.133,s,6.07e-10,1.16e-10,1.16e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
965.626,s,9.7e-10,1.81e-10,1.81e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
969.913,s,7.67e-10,1.48e-10,1.48e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
975.411,s,6.31e-10,1.19e-10,1.19e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
980.924,s,7.24e-10,1.36e-10,1.36e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
986.58,s,7.65e-10,1.48e-10,1.48e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
990.535,s,9.32e-10,1.79e-10,1.79e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
994.789,s,8.74e-10,1.65e-10,1.65e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
999.137,s,8.96e-10,1.7e-10,1.7e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1004.289,s,6.96e-10,1.36e-10,1.36e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1008.95,s,8.3e-10,1.55e-10,1.55e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1014.17,s,7.24e-10,1.37e-10,1.37e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1019.194,s,6.53e-10,1.26e-10,1.26e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1025.212,s,6.84e-10,1.31e-10,1.31e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1029.937,s,8.84e-10,1.65e-10,1.65e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1034.539,s,7.83e-10,1.48e-10,1.48e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1039.932,s,7.32e-10,1.43e-10,1.43e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1045.633,s,6.3e-10,1.19e-10,1.19e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1050.709,s,7.68e-10,1.46e-10,1.46e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1056.674,s,6.55e-10,1.24e-10,1.24e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1061.74,s,9.4e-10,1.78e-10,1.78e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1066.305,s,7.26e-10,1.39e-10,1.39e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1071.8,s,6.97e-10,1.3e-10,1.3e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1076.979,s,7.4e-10,1.37e-10,1.37e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1082.236,s,6.29e-10,1.21e-10,1.21e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1087.921,s,6.72e-10,1.32e-10,1.32e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1092.946,s,8.23e-10,1.62e-10,1.62e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1098.564,s,7.02e-10,1.35e-10,1.35e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1103.759,s,7.86e-10,1.55e-10,1.55e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1107.881,s,8.86e-10,1.71e-10,1.71e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1112.575,s,7.65e-10,1.46e-10,1.46e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1118.674,s,6.06e-10,1.15e-10,1.15e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1124.327,s,7.11e-10,1.37e-10,1.37e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1128.753,s,9.28e-10,1.75e-10,1.75e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1133.495,s,7.45e-10,1.43e-10,1.43e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1138.178,s,8.08e-10,1.54e-10,1.54e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1143.583,s,6.39e-10,1.24e-10,1.24e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1149.348,s,6.1e-10,1.15e-10,1.15e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1155.808,s,7.07e-10,1.35e-10,1.35e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1161.67,s,6.11e-10,1.15e-10,1.15e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1166.881,s,7.07e-10,1.38e-10,1.38e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1171.991,s,7.54e-10,1.42e-10,1.42e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1177.509,s,6.8e-10,1.28e-10,1.28e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1182.633,s,7.2e-10,1.37e-10,1.37e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1188.278,s,6.05e-10,1.16e-10,1.16e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1194.405,s,7.14e-10,1.36e-10,1.36e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1200.361,s,6.96e-10,1.31e-10,1.31e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1205.775,s,7.07e-10,1.36e-10,1.36e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1210.869,s,6.89e-10,1.3e-10,1.3e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1216.639,s,6.53e-10,1.29e-10,1.29e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1223.212,s,4.33e-10,9.41e-11,9.41e-11,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1229.155,s,5.8e-10,1.11e-10,1.11e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1235.209,s,7.13e-10,1.35e-10,1.35e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1240.776,s,5.54e-10,1.03e-10,1.03e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1247.142,s,4.47e-10,9.63e-11,9.63e-11,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1253.109,s,5.77e-10,1.09e-10,1.09e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1259.962,s,6.98e-10,1.35e-10,1.35e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1265.431,s,6.32e-10,1.21e-10,1.21e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1271.199,s,4.26e-10,9.13e-11,9.13e-11,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1277.674,s,5.22e-10,9.99e-11,9.99e-11,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1284.031,s,6.9e-10,1.36e-10,1.36e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1289.258,s,5.07e-10,1.12e-10,1.12e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1294.191,s,8.41e-10,1.6e-10,1.6e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1298.948,s,5.11e-10,1.09e-10,1.09e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1304.082,s,5.01e-10,1.08e-10,1.08e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1309.719,s,6.68e-10,1.28e-10,1.28e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1315.454,s,5.63e-10,1.08e-10,1.08e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1322.047,s,6.51e-10,1.25e-10,1.25e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1327.923,s,7.08e-10,1.33e-10,1.33e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1333.709,s,5.1e-10,9.98e-11,9.98e-11,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
1340.35,s,5.77e-10,1.1e-10,1.1e-10,erg cm-2 s-1,Integrated Flux,,7.25e+16,2.42e+18,Hz,xray,,,slop_other,1
